source	target	weight
ARNT2	TSPAN9	-0.889345492532042
ARNT2	PAQR5	-0.888800115008502
ARNT2	MYO1C	0.888670357082891
ARNT2	LAMA3	0.887881117102586
ARNT2	MAL	0.887826524211635
ARNT2	PLEKHA6	-0.886754396703571
ARNT2	CHST15	0.886754004778983
ARNT2	LINC02615	0.885917738220777
ARNT2	PXDN	0.885898529505973
ARNT2	AOX1	-0.885788697658134
ARNT2	ST5	0.884737892774965
ARNT2	FUT6	-0.884340265634838
ARNT2	TPM1	0.883599255084718
ARNT2	DCDC2	0.883297214175395
ARNT2	SMIM2-AS1	-0.883278689007335
ARNT2	LRRC49	0.883266938004338
ARNT2	MSRA	-0.882944581344541
ARNT2	FGF14	0.882942022559943
ARNT2	UPB1	-0.882398997372609
ARNT2	KIAA1191	-0.882076909870743
ARNT2	TLE1	0.882062039135287
ARNT2	GLG1	-0.881991154730987
ARNT2	GCLC	-0.881577925100463
ARNT2	GTF2E2	-0.881289852305618
ARNT2	LBR	0.881240547775701
ARNT2	ACSS2	-0.881205312454605
ARNT2	NID1	-0.881060679311135
ARNT2	ACER3	-0.881048289529944
ARNT2	KALRN	0.880976125147842
ARNT2	HSPA12A	-0.880813648289393
ARNT2	TBC1D10A	-0.880193620737818
ARNT2	USP40	-0.879842775952414
ARNT2	PRKG1	0.879718346486769
ARNT2	SH3BP4	0.879456538564122
ARNT2	SHANK3	-0.87939215176298
ARNT2	IFI16	0.879198287367733
ARNT2	RFFL	-0.87894992225828
ARNT2	FRY	0.878948959762763
ARNT2	KCNH6	-0.878817545300416
ARNT2	ABLIM3	-0.878797336808904
ARNT2	LINC01510	-0.878535834906725
ARNT2	KCNIP3	0.878130618901864
ARNT2	MYO7A	-0.878064077430187
ARNT2	PPARA	-0.877700974232519
ARNT2	DIPK1A	-0.877507845840718
ARNT2	EML5	0.877503332037895
ARNT2	FBXO28	-0.877475856047421
ARNT2	SSTR2	-0.876856949007939
ARNT2	PALM2-AKAP2	-0.876778489942377
ARNT2	OXCT1	0.876308311248362
ARNT2	ALPL	-0.875683734946429
ARNT2	NECAB1	0.875204602760615
ARNT2	HDAC7	0.874273740025163
ARNT2	ADH6	-0.874262799346581
ARNT2	FAM171A1	0.873958349860869
ARNT2	SLIT3	-0.873829490159263
ARNT2	NFATC3	-0.87365619313724
ARNT2	CEMIP2	-0.873389511566714
ARNT2	FTCD	-0.873326565532985
ARNT2	FBXO34	-0.872863417863071
ARNT2	TPK1	0.87280914119625
ARNT2	ACSL1	-0.87268244974548
ARNT2	HECTD2	0.871931527854084
ARNT2	ATP9A	0.871868891452296
ARNT2	TPD52	-0.871685991537547
ARNT2	KLHL14	0.871455560906699
ARNT2	ACO2	-0.871260781151493
ARNT2	PROSER2	0.870562766224508
ARNT2	KLF15	-0.870436449895186
ARNT2	PLIN5	-0.87043436326828
ARNT2	SLC12A6	-0.870212224914885
ARNT2	RFTN1	0.869959920630101
ARNT2	HDAC6	-0.869566118172997
ARNT2	PRR5	-0.869450026204394
ARNT2	PTCHD4	0.868825738946338
ARNT2	CYP4A11	-0.868531266088064
ARNT2	SYT6	-0.868422216942355
ARNT2	ACSF2	-0.868236031075368
ARNT2	HDHD3	-0.868151119821767
ARNT2	ZYG11A	-0.868085580699136
ARNT2	FBXL7	0.868083069942961
ARNT2	ACTN1	0.867525759574063
ARNT2	ME3	0.867461924460117
ARNT2	SLC2A11	-0.867453158856805
ARNT2	RABGAP1L	-0.867063502687198
ARNT2	SLC16A10	-0.866266339102435
ARNT2	MAMDC2	0.866012202235689
ARNT2	AMOTL1	0.865841931246351
ARNT2	GRAMD1B	-0.865826463679603
ARNT2	CX3CL1	0.865761904256599
ARNT2	SH3GL2	-0.865708371688328
ARNT2	ZNF697	-0.86525875291873
ARNT2	DRAIC	-0.865167897245104
ARNT2	PDE7B	0.865013972108731
ARNT2	DNAH5	0.864959877079964
ARNT2	DPYS	-0.864744992237281
ARNT2	ADRA1B	-0.864537997011068
ARNT2	ATRNL1	0.863982322870145
ARNT2	NMT2	0.863971058202628
ARNT2	FAS	0.862955565099748
ARNT2	SLC34A1	-0.862624594808345
ARNT2	TTC38	-0.862367748179054
ARNT2	PPP2R2B	-0.862141279268061
ARNT2	POR	-0.861979994490561
ARNT2	MAP3K13	-0.86192992997612
ARNT2	C19orf12	-0.861758663587269
ARNT2	IP6K3	-0.861494684684483
ARNT2	SLC6A13	-0.861393871574683
ARNT2	COL12A1	0.861215833534615
ARNT2	PFKFB2	-0.860299645868565
ARNT2	DIO1	-0.859873651335991
ARNT2	IQSEC3	-0.859821785989089
ARNT2	BRD7	0.859739736005113
ARNT2	TRIM71	-0.859687426971774
ARNT2	WBP1L	-0.859582013572222
ARNT2	AKAP7	0.859462896152355
ARNT2	RBKS	-0.859152896251863
ARNT2	SORCS1	-0.858961381031444
ARNT2	ACE	-0.858848937980785
ARNT2	AGRN	0.858746904624527
ARNT2	RAP1GAP2	0.858714653273933
ARNT2	GRM8	0.858158619547097
ARNT2	PPP1R21	-0.858152010552152
ARNT2	ERRFI1	-0.858091263737082
ARNT2	VIM	0.858059071046037
ARNT2	DMKN	0.857971728749393
ARNT2	ALOX12-AS1	-0.857939103498963
ARNT2	PLA2G12B	-0.857829838814061
ARNT2	NAV2	0.857774215198164
ARNT2	BIRC3	0.857765845781474
ARNT2	ADD1	-0.857700687771331
ARNT2	CCDC88C	-0.857644670468568
ARNT2	TNS1	-0.857554939217238
ARNT2	HIST1H1C	0.85743639767441
ARNT2	ABCA1	-0.857247588993784
ARNT2	TBC1D14	-0.857088550748189
ARNT2	CRIM1	0.856830223814013
ARNT2	SNX30	-0.856822689735346
ARNT2	PRKCE	-0.856268541665836
ARNT2	NOX4	-0.855581362245511
ARNT2	TUB	-0.855572816269288
ARNT2	SLC22A6	-0.855304103715145
ARNT2	SLC39A14	-0.855283287252155
ARNT2	CADM1	0.855189085241163
ARNT2	LINC01482	-0.855102852808512
ARNT2	HPD	-0.854874871110585
ARNT2	ETV5	-0.854661654611383
ARNT2	VEGFA	-0.854610553525183
ARNT2	PAPSS2	0.854415991531184
ARNT2	THBS1	0.854045176452138
ARNT2	NR1H4	-0.853554976770321
ARNT2	NET1	-0.853305750096253
ARNT2	MIA2	-0.853111706320932
ARNT2	TMEM150B	-0.853111385377165
ARNT2	SLC26A6	-0.852793195507756
ARNT2	SLC9A3	-0.852391635266844
ARNT2	EYA2	-0.852220533741243
ARNT2	WDR72	-0.852016851524526
ARNT2	KIAA1958	-0.851878526015261
ARNT2	HSD17B14	-0.851685970342293
ARNT2	PRKCQ	0.851590162571886
ARNT2	DHTKD1	-0.851480080478761
ARNT2	STX3	-0.851428413376101
ARNT2	JAZF1	0.851072093025126
ARNT2	PARP12	0.85104768202331
ARNT2	FLNA	0.850903848574755
ARNT2	DISC1	0.850700420906401
ARNT2	HPN	-0.850599740388201
ARNT2	SSPN	0.850204253123991
ARNT2	ACACB	-0.849879963673473
ARNT2	SHPK	-0.84909832719504
ARNT2	LRP5	-0.849006299582519
ARNT2	TRABD2B	-0.848838064130142
ARNT2	GNAI1	0.848680830049708
ARNT2	PRSS23	0.848405935579356
ARNT2	CAMK1D	0.848053931775106
ARNT2	SPON2	0.847606030077191
ARNT2	MACROD1	-0.847511761555951
ARNT2	NXN	0.84728356180327
ARNT2	GRAMD2B	-0.847086085339305
ARNT2	CDHR2	-0.846874694007074
ARNT2	GAPVD1	-0.84672127677969
ARNT2	DMXL1	-0.846538999133468
ARNT2	SMTNL2	-0.846274332575765
ARNT2	SLFN5	0.846272662034657
ARNT2	PCLO	-0.845839228040143
ARNT2	ZZEF1	-0.845522971881338
ARNT2	ZFYVE28	-0.845499307917106
ARNT2	TYMP	0.845484342799355
ARNT2	PPP2R2D	-0.84532806867767
ARNT2	SELENOO	-0.845285232842226
ARNT2	TNFSF10	0.844976106491436
ARNT2	C1GALT1	-0.844794308061994
ARNT2	MPPED2	0.844619428262316
ARNT2	TPCN1	-0.844474790275636
ARNT2	CLDN10	-0.844150407465115
ARNT2	SFMBT2	0.843360059286989
ARNT2	PDZD3	-0.843350488160906
ARNT2	TMEM106A	-0.842283873356419
ARNT2	SERPINF2	-0.842245699799914
ARNT2	PARP14	0.842133402872244
ARNT2	SBSPON	0.841959539563249
ARNT2	SLC25A33	-0.841931792223321
ARNT2	RREB1	-0.841438122971608
ARNT2	TTYH3	-0.841368950370678
ARNT2	AUH	-0.841284899999788
ARNT2	PDLIM1	0.840852493864513
ARNT2	SAFB2	-0.840686196470137
ARNT2	TRPV4	-0.840179093255776
ARNT2	CAPN3	-0.839982355805067
ARNT2	ACO1	-0.839953411018014
ARNT2	ARHGEF38	0.839602424624672
ARNT2	RAB11FIP3	-0.839528358782683
ARNT2	MFSD4B	-0.839375939080554
ARNT2	TENM3	0.838762062366752
ARNT2	RGN	-0.838587386640376
ARNT2	CLIC6	0.838388422117421
ARNT2	SLC5A2	-0.838016347713267
ARNT2	ALDH4A1	-0.837598388011474
ARNT2	EEFSEC	-0.837393898099784
ARNT2	KCNC3	-0.837365254235304
ARNT2	CYP4F12	-0.837276948704945
ARNT2	LINC02275	-0.837265400355301
ARNT2	PUM3	-0.837218185222769
ARNT2	ECHDC2	-0.837183155303532
ARNT2	RNF152	-0.837143801079975
ARNT2	GPR137B	-0.837135391185263
ARNT2	ITPR2	-0.836917370390573
ARNT2	SETBP1	-0.836757551801106
ARNT2	ABCA3	0.836748152482063
ARNT2	VDR	-0.836685531447516
ARNT2	D2HGDH	-0.836599944961821
ARNT2	CSNK1E	0.836130640355372
ARNT2	ENPP2	-0.836107406520862
ARNT2	OSBPL3	0.836044353777661
ARNT2	ARMC3	0.835828588977758
ARNT2	AFAP1	0.835240296344443
ARNT2	FGD4	-0.83497515891902
ARNT2	MME	-0.834821366910334
ARNT2	PLCB4	0.834730351597504
ARNT2	PCBP1-AS1	-0.83466055014661
ARNT2	NOCT	-0.834572801451899
ARNT2	CES3	-0.83454328770017
ARNT2	MGAM	-0.834504840893513
ARNT2	NUAK2	0.834501874802944
ARNT2	DENND5B	-0.834460096317392
ARNT2	MIR100HG	-0.834150262124124
ARNT2	RASGRF2	-0.834052687360625
ARNT2	BTG3	0.833856048803789
ARNT2	PEPD	-0.833693197174898
ARNT2	RASA3	0.833595583641645
ARNT2	ST3GAL6	-0.833579020195312
ARNT2	PVT1	0.83349288897584
ARNT2	SLC43A2	-0.833073468063202
ARNT2	ANXA2	0.83301806712675
ARNT2	PRKX	0.83294796516931
ARNT2	ABCC1	0.83285072841021
ARNT2	ALG1L9P	-0.832670268700459
ARNT2	MYO1B	0.832558330476768
ARNT2	GPD2	0.832494384301746
ARNT2	AIF1L	0.832386362658201
ARNT2	UNC79	-0.832309146282312
ARNT2	DLGAP2	-0.832088236734964
ARNT2	RHOBTB1	-0.831970416527039
ARNT2	HAO2	-0.831860390995198
ARNT2	PML	0.83176278088915
ARNT2	ORAI2	0.830910302177885
ARNT2	PPP2R2A	-0.830798900764399
ARNT2	TMEM178B	0.830603888911018
ARNT2	OSBPL8	-0.830525251169993
ARNT2	FN3K	-0.83051722743953
ARNT2	SNX27	-0.830414096320503
ARNT2	ARHGEF10L	-0.830164785546874
ARNT2	NBEAL1	-0.830051166343611
ARNT2	HELZ	-0.829729287829293
ARNT2	SLC16A7	0.82946515694189
ARNT2	GNA12	-0.829006356017902
ARNT2	TFDP2	-0.828918935507061
ARNT2	SETD3	-0.828873985853814
ARNT2	UGT1A7	-0.828485050851862
ARNT2	EHHADH	-0.82831669924623
ARNT2	TRIOBP	0.828294195543831
ARNT2	PNPLA3	-0.828198460047062
ARNT2	SGK3	-0.828153555847117
ARNT2	EEF1E1	0.828061354653801
ARNT2	FRMD6	0.827841534348263
ARNT2	CLDN1	0.827650072443232
ARNT2	PTGR1	-0.827503509413475
ARNT2	ELL2	-0.827500173021445
ARNT2	MPP5	-0.827412454485915
ARNT2	TRIP4	-0.82733563574533
ARNT2	PER3	-0.827177629808245
ARNT2	OCLN	0.827079520620229
ARNT2	GDF15	0.826980865206319
ARNT2	HSPG2	0.826954387259062
ARNT2	GANC	-0.826429660964969
ARNT2	PGPEP1	-0.825976740828382
ARNT2	LINC00955	-0.825784402790828
ARNT2	FAM20C	-0.825653938506428
ARNT2	SLC36A2	-0.825524601459866
ARNT2	TFCP2L1	-0.825122036165968
ARNT2	B4GALT4	-0.825032381297411
ARNT2	TMEM246-AS1	-0.824987008976748
ARNT2	MYLK4	-0.824770326595675
ARNT2	FOXC1	0.824751792957795
ARNT2	BAIAP2	-0.824558692814972
ARNT2	DZIP1	-0.824400682128432
ARNT2	RHEX	0.824025606454811
ARNT2	RTN4	0.824013995767701
ARNT2	TSHZ1	-0.823924767036265
ARNT2	TTC39B	-0.823170166817998
ARNT2	FGF2	0.823021550390087
ARNT2	EPHA2	0.822846533359603
ARNT2	FERMT2	-0.822798292559273
ARNT2	LRRIQ1	0.822517880534585
ARNT2	SPAG5	-0.822473672820262
ARNT2	ARHGAP10	-0.82233987813738
ARNT2	ZNF521	-0.82211908866727
ARNT2	UXS1	0.821937720590301
ARNT2	HIPK3	-0.821857351447559
ARNT2	ARHGEF10	0.82177967504187
ARNT2	RXRA	-0.821619503814327
ARNT2	PLEKHM3	-0.82143754555616
ARNT2	MOCS1	-0.821277248231238
ARNT2	DIRC3	-0.820918988508076
ARNT2	DISP1	-0.820805309366008
ARNT2	ABL1	-0.820668833288048
ARNT2	SLC23A3	-0.820545869705355
ARNT2	CNNM2	-0.820427973745007
ARNT2	C3orf35	-0.820344810200949
ARNT2	NBPF15	0.819939565678706
ARNT2	SLC7A7	-0.819641528129094
ARNT2	PALLD	0.819483425333941
ARNT2	TCP11L1	-0.818742338428735
ARNT2	PMEPA1	0.818733660113545
ARNT2	SMYD2	0.818635738599626
ARNT2	TRPV1	-0.818589592783628
ARNT2	LNPEP	0.817636195181483
ARNT2	HNF4A-AS1	-0.8175067605733
ARNT2	C12orf75	0.817469379542652
ARNT2	AFMID	-0.817226987803874
ARNT2	CPEB4	-0.817192086436473
ARNT2	PARVA	0.817183310992556
ARNT2	ITGB8	0.817097890956246
ARNT2	HAGH	-0.816358865974267
ARNT2	FLVCR2	-0.816274232057392
ARNT2	SLC16A9	-0.815986413208786
ATF3	TLE1	0.994401444159698
ATF3	ACTN1	0.992090799666673
ATF3	TPM1	0.99166574486648
ATF3	FSTL3	0.988849648564916
ATF3	AK4	-0.988743340571101
ATF3	SLC16A9	-0.988216647098155
ATF3	RNF152	-0.987681795745278
ATF3	LINC01788	-0.987043602433954
ATF3	PRLR	-0.986694196282754
ATF3	ABHD6	-0.986304319882973
ATF3	SLC6A13	-0.985812081646384
ATF3	BHMT2	-0.98559017127667
ATF3	ENPP2	-0.984821144534516
ATF3	CACNA1E	-0.984632486172985
ATF3	PLSCR1	0.984092401758021
ATF3	KCNAB2	-0.983983858491058
ATF3	GPR155	-0.983934775385766
ATF3	ENPEP	-0.983575028958823
ATF3	MYC	0.983014861204732
ATF3	HSPA4L	-0.983003860691905
ATF3	PLCB4	0.982808394797432
ATF3	PPP1R16B	-0.982338142889843
ATF3	SLC38A1	0.982284388531497
ATF3	SGPP2	0.982177875102263
ATF3	SH3BP4	0.981967500527303
ATF3	HDAC7	0.981830698967562
ATF3	MYOF	0.981821637249887
ATF3	HNF4A	-0.981789146069057
ATF3	KCNJ15	-0.981626713306417
ATF3	PLEKHH2	0.981203170431998
ATF3	MFSD6	0.981138390900478
ATF3	DCDC2	0.980820772281447
ATF3	MME	-0.980805755523687
ATF3	TES	0.980196890472148
ATF3	L2HGDH	-0.979958813438701
ATF3	KALRN	0.979795465121108
ATF3	TNFAIP8	0.979443848674342
ATF3	GRAMD1B	-0.979330612647382
ATF3	SLC4A4	-0.978926040597055
ATF3	TGFBR3	-0.978895876227635
ATF3	BIRC3	0.978426897214688
ATF3	KAZN	0.978390282642766
ATF3	SLC17A3	-0.97837721870717
ATF3	DISC1	0.978249408588874
ATF3	TMEM246-AS1	-0.978198455988256
ATF3	SLC34A1	-0.977767122905634
ATF3	NOX4	-0.977046443925819
ATF3	KLF15	-0.976650118986558
ATF3	SLC36A2	-0.976579093361631
ATF3	PEPD	-0.976562322938482
ATF3	JAZF1	0.976185776895033
ATF3	CASC15	0.976115910459302
ATF3	AGXT2	-0.97588878688105
ATF3	FMO4	-0.975813398803982
ATF3	HNF1A	-0.975587015392471
ATF3	PDZD2	-0.975531387113238
ATF3	RELL1	0.975217740875694
ATF3	MYO5C	0.975206254087221
ATF3	SCN9A	-0.974253966561824
ATF3	CRYL1	-0.974197827156478
ATF3	SLC12A6	-0.973948459979551
ATF3	SLC23A1	-0.973936570406254
ATF3	MRAS	0.97379715078211
ATF3	SULT1C4	0.973596707666106
ATF3	TPCN1	-0.973097104799397
ATF3	MFSD4B	-0.972782945141093
ATF3	CSNK1E	0.972649293482364
ATF3	SLIT2	-0.97254027646078
ATF3	TMEM106A	-0.97247467798677
ATF3	MIR31HG	0.972240478219308
ATF3	SMYD2	0.971961423273002
ATF3	RNF144B	0.971860215878114
ATF3	KIRREL1	0.971683839541771
ATF3	NFKBIZ	0.971659042572813
ATF3	BACE2	0.971604189029623
ATF3	ATP9A	0.97153969363847
ATF3	LINC01020	-0.971488243205248
ATF3	TENM3	0.971420366270939
ATF3	RBMS3	0.971136804069071
ATF3	MYO1C	0.971116773815521
ATF3	OCLN	0.971071482728593
ATF3	PARP12	0.970978747622008
ATF3	GALM	-0.970857251079008
ATF3	TNFAIP2	0.970755432852703
ATF3	SLCO3A1	0.970689215016561
ATF3	ZFP36L1	0.970549065204097
ATF3	SLC22A6	-0.970535138396631
ATF3	KIF26B	0.970492079542855
ATF3	KCNJ3	-0.970404223379119
ATF3	TESC	0.970198315379683
ATF3	B4GALT4	-0.970085566683276
ATF3	NMT2	0.970035560990458
ATF3	OTOGL	-0.969930831396451
ATF3	OSBPL6	-0.96970057992089
ATF3	TTC39C	0.969515924115797
ATF3	KMO	-0.969057898247042
ATF3	SYT6	-0.969029127534796
ATF3	ARHGEF10	0.96890548539614
ATF3	MIR4435-2HG	0.968655184060468
ATF3	NAMPT	0.968462570767112
ATF3	CYP4A11	-0.968349052785511
ATF3	FN3K	-0.96829532030796
ATF3	AFAP1	0.968246064021721
ATF3	SORCS1	-0.967967856697808
ATF3	HDHD3	-0.967802781407283
ATF3	WDR72	-0.96776537585875
ATF3	UXS1	0.967685783726686
ATF3	CNTNAP3B	-0.967659592225683
ATF3	MYH9	0.967204506607195
ATF3	GPAT3	-0.967182202900165
ATF3	PANK1	-0.967177490276255
ATF3	LRRK1	0.967166710653268
ATF3	SLC13A2	-0.967101705732558
ATF3	CAPN3	-0.96699559822713
ATF3	SLC47A1	-0.966987592741063
ATF3	LBR	0.966818485957827
ATF3	EPHX2	-0.966770390683106
ATF3	FOSL2	0.966720110140646
ATF3	ESR1	-0.966715723790369
ATF3	PDZD3	-0.966650724447306
ATF3	PROSER2	0.966647217284469
ATF3	ALPL	-0.96660533933526
ATF3	PLG	-0.966531725835511
ATF3	PRKX	0.966427440759133
ATF3	KHDRBS1	0.966338865956358
ATF3	ITGA3	0.966281517138267
ATF3	ACOX2	-0.96627700618111
ATF3	CYFIP2	-0.965735889362922
ATF3	ITPR3	0.965640038727256
ATF3	EPB41L3	-0.965541848547509
ATF3	BBOX1	-0.965490687939258
ATF3	LINC01060	-0.96522634970813
ATF3	HSPG2	0.965213663230343
ATF3	PXDN	0.965207088354764
ATF3	IQSEC3	-0.965123334314995
ATF3	PROM1	0.964920903500915
ATF3	MGAM	-0.964883103987758
ATF3	SORD	-0.964773099878574
ATF3	PPP1R21	-0.964632142798964
ATF3	GDF15	0.964475067264556
ATF3	MAPT	-0.964278168480677
ATF3	IYD	-0.964273014912051
ATF3	ANXA2	0.963745808560028
ATF3	CFAP54	0.963649589225548
ATF3	TRPV4	-0.963584237266325
ATF3	NFKBIA	0.96356069617777
ATF3	KIF2A	0.963246344420742
ATF3	CADM1	0.963182194122178
ATF3	VCL	0.962673105427292
ATF3	EIF1B-AS1	-0.962529007361669
ATF3	ST6GAL1	0.96242465202599
ATF3	SOX9	0.962349166267378
ATF3	ADAM10	0.962210208644032
ATF3	STRIP2	-0.961984482853987
ATF3	MINDY2	0.96192663550744
ATF3	PTGFRN	0.961902687471133
ATF3	ACSL1	-0.961039193332582
ATF3	EBNA1BP2	-0.960578927086879
ATF3	ZYG11A	-0.960540983594957
ATF3	PCSK5	-0.960512502985532
ATF3	DZIP1	-0.960168221146987
ATF3	GLG1	-0.960168206754103
ATF3	ESPN	-0.960158518718937
ATF3	MYLK4	-0.960103653353496
ATF3	LINC00955	-0.960041079542305
ATF3	ACO1	-0.959861686209893
ATF3	PCTP	-0.959761852784019
ATF3	SLC5A2	-0.959736230906252
ATF3	IQGAP2	-0.959725112408653
ATF3	RERGL	-0.959557871340957
ATF3	RND3	0.959435944613442
ATF3	G6PC	-0.95929850784709
ATF3	SLC13A3	-0.959217597326444
ATF3	JAG1	0.95902224797266
ATF3	MYO1B	0.958862663028774
ATF3	RNF145	0.958739822556363
ATF3	UBE2Q2	0.95864531980171
ATF3	AHR	0.95862428422193
ATF3	BAIAP2L1	0.958496135733287
ATF3	ACACB	-0.958456020091448
ATF3	PARVA	0.958419669549169
ATF3	CUBN	-0.958061774912806
ATF3	ACE	-0.957876636000582
ATF3	PPARGC1B	-0.957825469621128
ATF3	ATP8B4	-0.95781631097827
