MHB_type	Sample	PT_state	loci	nReads	nCPG	MM	PDR	CHALM	MHL	MCR	MBS	Entropy	R2
combinedAll_PT_DMR	SDKZ0043	PT-healthy	chr7_102079164_102079369	17	10	0.08536585	0.18750000	0.18750000	0.00408068	0.08536585	0.03211806	0.21576592	0.71428571
combinedAll_PT_DMR	SDKZ0043	PT-altered	chr7_102079164_102079369	18	10	0.24691358	0.41666667	0.41666667	0.03222518	0.12345679	0.12024046	0.54650500	0.51870748
combinedAll_PT_DMR	SDKZ0043	PT-healthy	chr9_14307103_14307499	29	15	0.20000000	0.05882353	0.23529412	0.11466517	0.03200000	0.18588235	0.25284126	0.93877551
combinedAll_PT_DMR	SDKZ0043	PT-altered	chr9_14307103_14307499	33	15	0.13333333	0.00000000	0.06666667	0.04052193	0.02500000	0.06666667	0.09781089	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr1_3869657_3869845	15	10	0.28750000	0.10000000	0.30000000	0.21237158	0.07500000	0.21111111	0.32489861	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr1_3869657_3869845	19	10	0.25000000	0.31250000	0.43750000	0.05021219	0.22000000	0.20858039	0.52400596	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr1_6344242_6344656	37	11	0.09859155	0.31578947	0.31578947	0.00538416	0.16197183	0.04529926	0.27006850	0.44117647
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr1_6344242_6344656	44	11	0.08805031	0.14285714	0.14285714	0.00651706	0.11320755	0.00785714	0.17103443	0.74621212
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr1_15583336_15583671	33	13	0.04444444	0.11538462	0.11538462	0.00454066	0.05185185	0.02019231	0.15772937	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr1_15583336_15583671	26	13	0.19607843	0.18750000	0.25000000	0.09549151	0.03921569	0.16543403	0.31429075	0.90000000
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr1_15876222_15876524	38	17	0.05454545	0.06666667	0.10000000	0.00380050	0.07727273	0.03478652	0.12279743	0.73486111
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr1_15876222_15876524	26	17	0.08800000	0.09523810	0.14285714	0.01056512	0.06400000	0.07514881	0.17809077	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr1_19338481_19338772	23	24	0.12077295	0.15789474	0.26315789	0.09958891	0.14009662	0.10779159	0.16788936	0.85714286
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr1_19338481_19338772	24	24	0.17676768	0.19047619	0.28571429	0.03701782	0.10606061	0.14142425	0.33108795	0.80556796
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr1_28352122_28352329	15	12	0.07920792	0.30769231	0.30769231	0.00270864	0.26732673	0.02032216	0.28357091	0.62500000
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr1_28352122_28352329	20	12	0.12781955	0.44444444	0.44444444	0.00895971	0.36842105	0.02861834	0.48529362	0.62808642
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr1_45553864_45553989	21	7	0.11000000	0.53846154	0.53846154	0.00375879	0.39000000	0.01603371	0.40923797	0.23809524
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr1_45553864_45553989	14	7	0.20270270	0.50000000	0.50000000	0.01372114	0.27027027	0.07871857	0.62062729	0.15625000
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr1_47185941_47186256	33	11	0.01724138	0.06666667	0.06666667	0.00147635	0.01724138	0.01666667	0.05713454	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr1_47185941_47186256	29	11	0.06896552	0.25000000	0.25000000	0.00410509	0.14655172	0.02640625	0.21275033	0.42857143
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr1_54621109_54621317	21	9	0.18867925	0.07142857	0.28571429	0.11787974	0.07547170	0.21540179	0.29413240	0.83717320
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr1_54621109_54621317	15	9	0.21176471	0.20000000	0.40000000	0.12126500	0.15294118	0.20401235	0.27517084	0.84415584
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr1_54622407_54622563	23	7	0.10204082	0.18750000	0.18750000	0.00900256	0.10204082	0.04763455	0.30656406	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr1_54622407_54622563	19	7	0.32500000	0.36363636	0.45454545	0.16220658	0.21250000	0.19442200	0.63738086	0.78306878
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr1_65153339_65153522	34	6	0.15151515	0.40000000	0.40000000	0.02680903	0.19191919	0.04225000	0.47452334	0.16432540
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr1_65153339_65153522	27	6	0.21428571	0.70000000	0.70000000	0.03264829	0.29761905	0.10650000	0.46875000	0.19191919
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr1_84621706_84621793	20	6	0.22448980	0.76923077	0.76923077	0.00594643	0.42857143	0.07834402	0.60582755	0.15934832
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr1_84621706_84621793	14	6	0.23943662	0.63636364	0.63636364	0.03242583	0.40845070	0.08009238	0.69973663	0.12803131
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr1_114154118_114154580	29	30	0.94594595	0.15000000	1.00000000	0.84075005	0.03783784	0.91864390	0.17295450	0.13690476
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr1_114154118_114154580	33	30	0.87244898	0.26923077	0.96153846	0.75825680	0.09183673	0.77600498	0.32499391	0.24404762
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr1_145693402_145693601	18	9	0.29850746	0.66666667	0.73333333	0.02267838	0.41791045	0.14171477	0.81407582	0.20551304
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr1_145693402_145693601	16	9	0.31192661	0.66666667	0.66666667	0.02331240	0.43119266	0.09585090	0.83209674	0.22358277
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr1_169026897_169027107	28	12	0.20895522	0.57142857	0.57142857	0.01217967	0.34328358	0.06296890	0.55938959	0.11897957
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr1_169026897_169027107	29	12	0.14685315	0.39130435	0.43478261	0.02259928	0.30769231	0.06699201	0.50161409	0.28382910
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr1_172933626_172933761	14	8	0.20547945	0.54545455	0.54545455	0.01339182	0.30136986	0.07280148	0.48698900	0.55555556
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr1_172933626_172933761	14	8	0.26027397	0.30769231	0.38461538	0.07876446	0.17808219	0.13940345	0.53037539	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr1_175986059_175986220	21	8	0.26785714	0.52941176	0.52941176	0.02769301	0.28571429	0.11498036	0.64053537	0.32947503
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr1_175986059_175986220	27	8	0.27659574	0.45833333	0.45833333	0.02317693	0.18439716	0.13029809	0.53274264	0.83333333
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr1_182790666_182791008	32	20	0.05000000	0.08000000	0.12000000	0.00744582	0.06666667	0.04625000	0.19801222	0.85032140
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr1_182790666_182791008	20	20	0.21093750	0.26315789	0.31578947	0.06200315	0.12500000	0.12519207	0.41863703	0.75023569
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr1_205810148_205810281	15	11	0.36708861	0.27272727	0.45454545	0.05017078	0.08860759	0.23909091	0.52554692	0.60000000
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr1_205810148_205810281	14	11	0.43373494	0.25000000	0.50000000	0.14031256	0.03614458	0.39747963	0.41413573	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr10_413969_414100	22	12	0.17142857	0.33333333	0.41666667	0.06377826	0.21428571	0.14605253	0.37316509	0.70090591
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr10_413969_414100	23	12	0.33561644	0.26315789	0.42105263	0.28734681	0.12328767	0.23312925	0.54895907	0.72318287
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr10_14804231_14804427	27	9	0.10000000	0.25000000	0.25000000	0.06585172	0.12857143	0.04640625	0.36918642	0.65139310
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr10_14804231_14804427	20	9	0.38888889	0.29411765	0.52941176	0.18297774	0.11111111	0.34428030	0.50551879	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr10_17124619_17124719	12	7	0.21428571	0.60000000	0.60000000	0.01875208	0.41428571	0.06819617	0.46156760	0.33333333
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr10_17124619_17124719	22	7	0.24193548	0.35294118	0.41176471	0.03389541	0.16129032	0.15947638	0.52731158	0.43143139
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr10_32295987_32296224	36	12	0.04615385	0.28000000	0.28000000	0.00106786	0.15384615	0.01713759	0.18109761	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr10_32295987_32296224	30	12	0.12418301	0.23809524	0.23809524	0.00780086	0.14379085	0.04232069	0.38589664	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr10_59703726_59704016	24	16	0.09160305	0.23529412	0.23529412	0.01112375	0.14503817	0.05748225	0.32235326	0.78174603
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr10_59703726_59704016	32	16	0.19796954	0.48275862	0.55172414	0.01423951	0.34517766	0.10576120	0.51394357	0.17699826
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr10_59733283_59733481	30	7	0.04958678	0.10526316	0.10526316	0.02862070	0.04958678	0.02895811	0.25632349	0.56894765
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr10_59733283_59733481	28	7	0.17582418	0.00000000	0.18181818	0.09590092	0.07692308	0.18181818	0.15246008	0.95555556
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr10_70091240_70091630	30	12	0.04587156	0.28571429	0.28571429	0.00163827	0.18348624	0.01076328	0.35205567	-0.02777778
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr10_70091240_70091630	35	12	0.11570248	0.35294118	0.35294118	0.00496280	0.21487603	0.02676471	0.37854649	0.11870536
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr10_73093626_73093715	15	5	0.35353535	0.61538462	0.69230769	0.06550544	0.41414141	0.18807631	0.64126571	0.55714286
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr10_73093626_73093715	17	5	0.26000000	0.43750000	0.56250000	0.12156834	0.28000000	0.17714197	0.53815150	0.71305556
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr10_96915912_96916062	19	6	0.30337079	0.33333333	0.40000000	0.33823321	0.15730337	0.18097657	0.50616304	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr10_96915912_96916062	26	6	0.28571429	0.61538462	0.61538462	0.10662307	0.20000000	0.19639325	0.63450935	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr10_99846195_99846320	17	9	0.81052632	0.53846154	0.84615385	0.20970949	0.08421053	0.53313177	0.59885320	0.17267574
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr10_99846195_99846320	15	9	0.90277778	0.45454545	1.00000000	0.14767009	0.09722222	0.78250515	0.44858402	-0.01234568
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr10_112947240_112947511	15	17	0.14432990	0.25000000	0.33333333	0.08345978	0.25773196	0.08696631	0.22465843	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr10_112947240_112947511	31	17	0.11675127	0.31818182	0.31818182	0.01122926	0.26395939	0.04627773	0.34069025	0.61683190
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr10_117629720_117629909	23	7	0.34862385	0.56250000	0.62500000	0.06680979	0.29357798	0.19621811	0.61736940	0.29547619
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr10_117629720_117629909	21	7	0.23863636	0.30769231	0.38461538	0.05164561	0.13636364	0.14480769	0.44324085	0.41176835
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr10_119645583_119645691	16	7	0.55339806	0.66666667	0.80000000	0.30152451	0.28155340	0.40244578	0.65271433	0.59726912
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr10_119645583_119645691	15	7	0.30681818	0.50000000	0.75000000	0.03875722	0.44318182	0.27351788	0.61440592	0.71428571
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr10_133306584_133306719	18	6	0.10526316	0.16666667	0.22222222	0.01732988	0.11578947	0.08086420	0.20452642	0.85714286
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr10_133306584_133306719	16	6	0.11688312	0.07692308	0.15384615	0.55377907	0.06493506	0.07905983	0.21749899	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr11_18530765_18531016	18	10	0.40845070	0.18181818	0.45454545	0.06751536	0.15492958	0.27710781	0.44497693	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr11_18530765_18531016	21	10	0.32098765	0.33333333	0.40000000	0.13156091	0.08641975	0.22129630	0.37834945	0.77777778
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr11_27056754_27057059	45	12	0.03465347	0.06666667	0.06666667	0.00167031	0.04455446	0.00937500	0.15224405	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr11_27056754_27057059	28	12	0.21052632	0.14285714	0.21428571	0.06736360	0.07894737	0.12834821	0.39283628	0.79444444
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr11_44722383_44722472	19	5	0.20535714	0.82352941	0.82352941	0.00642590	0.63392857	0.04408987	0.60706884	-0.03450085
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr11_44722383_44722472	15	5	0.19512195	0.72727273	0.72727273	0.00566274	0.62195122	0.02131909	0.48616866	-0.01562500
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr11_47213010_47213158	18	7	0.12048193	0.27272727	0.27272727	0.01325780	0.15662651	0.03058648	0.24135658	0.86363636
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr11_47213010_47213158	17	7	0.18055556	0.30000000	0.30000000	0.02192849	0.13888889	0.04547166	0.48773620	0.31612723
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr11_59670566_59670835	33	16	0.02463054	0.08000000	0.08000000	0.00066173	0.09359606	0.00106116	0.15918253	0.32904613
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr11_59670566_59670835	30	16	0.04878049	0.15384615	0.15384615	0.00142966	0.06707317	0.01932692	0.14713539	0.72222222
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr11_64556902_64557386	43	15	0.09375000	0.00000000	0.05263158	0.31899336	0.03750000	0.05263158	0.13589111	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr11_64556902_64557386	42	15	0.03225806	0.15789474	0.15789474	0.00089606	0.10322581	0.00567251	0.19425523	-0.01818182
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr11_65024034_65024138	15	6	0.17105263	0.50000000	0.50000000	0.00598696	0.32894737	0.06034612	0.50920584	0.12253401
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr11_65024034_65024138	19	6	0.40366972	0.63157895	0.84210526	0.18465459	0.43119266	0.30930892	0.73914686	0.14827629
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr11_65794581_65795191	54	33	0.10746269	0.41025641	0.41025641	0.00623986	0.25970149	0.04280124	0.35496828	-0.03968254
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr11_65794581_65795191	48	33	0.03214286	0.15151515	0.15151515	0.00105464	0.08928571	0.01125610	0.14603583	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr11_69050787_69050966	26	7	0.13888889	0.38888889	0.44444444	0.01747125	0.24074074	0.09052375	0.49599585	-0.03571429
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr11_69050787_69050966	18	7	0.22058824	0.60000000	0.60000000	0.02258754	0.25000000	0.10563889	0.56958795	0.08779762
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr11_71707121_71707298	17	11	0.15957447	0.07692308	0.23076923	0.13874009	0.06382979	0.15541601	0.20023633	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr11_71707121_71707298	24	11	0.21008403	0.22222222	0.27777778	0.09272720	0.12605042	0.12556799	0.37862481	0.76274250
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr11_98615701_98615859	17	8	0.21686747	0.36363636	0.36363636	0.02374321	0.12048193	0.08400948	0.45725387	0.39428571
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr11_98615701_98615859	22	8	0.07058824	0.00000000	0.00000000	0.00592237	0.01176471	0.00000000	-0.00000000	0.81250000
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr11_122922540_122922741	23	10	0.13223140	0.22222222	0.22222222	0.01055533	0.09917355	0.04215749	0.43222368	0.35714286
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr11_122922540_122922741	24	10	0.06766917	0.10000000	0.15000000	0.01802205	0.06015038	0.05538889	0.18957445	0.74793388
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr11_130037460_130037805	26	13	0.03703704	0.12500000	0.12500000	0.00219383	0.06481481	0.00640625	0.08068924	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr11_130037460_130037805	27	13	0.22480620	0.33333333	0.33333333	0.02557691	0.12403101	0.09780936	0.52201018	0.44774531
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr11_130361896_130362027	17	6	0.21111111	0.60000000	0.60000000	0.01043041	0.36666667	0.08012850	0.54271999	0.08316498
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr11_130361896_130362027	24	6	0.15044248	0.38888889	0.38888889	0.01373019	0.23008850	0.06984182	0.46932236	0.53459318
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr12_2904908_2905039	18	6	0.25301205	0.53333333	0.53333333	0.03778170	0.27710843	0.10754630	0.69251370	0.18253968
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr12_2904908_2905039	20	6	0.04166667	0.21052632	0.21052632	0.00148810	0.16666667	0.00975832	0.28289409	-0.04761905
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr12_19158119_19158221	17	5	0.09876543	0.38461538	0.38461538	0.00625264	0.24691358	0.05549549	0.48117673	0.40596708
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr12_19158119_19158221	11	5	0.16981132	0.50000000	0.50000000	0.01116673	0.22641509	0.08475000	0.36419491	0.17644558
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr12_25191127_25191531	46	16	0.18518519	0.44444444	0.44444444	0.01924221	0.24537037	0.09759688	0.59996994	0.36944645
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr12_25191127_25191531	55	16	0.09745763	0.31428571	0.31428571	0.01408460	0.19491525	0.05431523	0.37641953	0.34650022
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr12_51662782_51663086	42	10	0.04347826	0.08000000	0.12000000	0.00971288	0.03726708	0.05160000	0.10908756	0.64102564
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr12_51662782_51663086	27	10	0.09900990	0.37500000	0.37500000	0.01161527	0.20792079	0.04265625	0.36110255	0.71428571
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr12_51721583_51721732	14	13	0.71957672	0.64285714	0.85714286	0.35867253	0.16931217	0.47276246	0.64321553	0.25000000
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr12_51721583_51721732	11	13	0.10377358	0.09090909	0.27272727	0.00877337	0.07547170	0.18407213	0.23728958	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr12_68533688_68533853	22	8	0.22000000	0.38888889	0.44444444	0.10196402	0.23000000	0.13751543	0.44559984	0.34127040
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr12_68533688_68533853	26	8	0.11403509	0.42105263	0.42105263	0.00766829	0.21052632	0.06288012	0.37261366	0.33221009
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr12_93314603_93314759	18	10	0.20652174	0.30000000	0.30000000	0.01256505	0.14130435	0.03636111	0.37294004	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr12_93314603_93314759	20	10	0.33928571	0.30769231	0.46153846	0.37327562	0.13392857	0.24111111	0.44292287	0.93650794
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr12_101699139_101699248	20	9	0.11206897	0.35294118	0.35294118	0.00771737	0.31896552	0.04411765	0.50358568	0.42239057
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr12_101699139_101699248	22	9	0.12903226	0.21052632	0.21052632	0.03601278	0.12096774	0.07287863	0.37786946	0.77142857
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr12_102833038_102833154	15	9	0.11224490	0.26666667	0.26666667	0.00583567	0.19387755	0.05320291	0.37698185	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-altered	chr12_102833038_102833154	19	9	0.19298246	0.38888889	0.38888889	0.01184403	0.20175439	0.09502827	0.42795503	1.00000000
combinedAll_PT_DMR	SDKZ0057	PT-healthy	chr12_102899578_102899775	21	16	0.08791209	0.25000000	0.25000000	0.07992153	0.18681319	0.04610031	0.32211656	0.87590939
